Gene,Transcript,Prot_length
ZNF107,NM_001013746,783
ABCB5,NM_001163993,126
CDK6,NM_001259,326
LOC100289561,NM_001242713,102
HDAC9,NM_001204144,588
HDAC9,NM_001321872,571
UPK3B,NM_001347684,276
FIGNL1,NM_001346558,563
FIGNL1,NM_022116,674
NPC1L1,NM_013389,1359
HDAC9,NM_001321902,593
ATP5MF-PTCD1,NM_001198879,749
STAG3,NM_012447,1225
HDAC9,NM_001321889,516
CD36,NM_001127444,472
ZDHHC4,NM_018106,344
AHCYL2,NM_001130720,610
ADAM22,NM_021723,906
PRRT4,NM_001114726,429
TAGAP,NM_054114,731
FIGNL1,NM_001346563,674
DBNL,NM_001014436,430
HDAC9,NM_001321874,593
TMEM130,NM_152913,423
PDE10A,NM_006661,779
ABCB4,NM_000443,1279
HDAC9,NM_001204148,562
MAD1L1,NM_001304525,174
DGKB,NM_001350722,762
AFDN,NM_001040000,1651
SUMF2,NM_001042470,217
GPR141,NM_001329994,305
ATP5MF,NM_004889,94
HDAC9,NM_001321895,549
PEG10,NM_001172438,401
MMD2,NM_001270375,193
HDAC9,NM_001204145,546
FAM71F1,NM_032599,344
ZNF92,NM_007139,517
TRIM4,NM_033091,474
SP8,NM_198956,490
DGKB,NM_001350717,792
ADAM22,NM_021722,899
ADCYAP1R1,NM_001199637,447
PHF14,NM_014660,888
ESR1,NM_001328100,310
DBNL,NM_001284313,327
RUNDC3B,NM_138290,473
EIF4H,NM_022170,248
DGKB,NM_001350711,796
MAD1L1,NM_001304523,718
SEM1,NM_001349698,124
USP42,NM_032172,1316
DGKB,NM_001350709,803
CLIP2,NM_032421,1011
SPDYE3,NM_001004351,549
HDAC9,NM_001321893,546
FAM71F2,NM_001290255,214
FIGNL1,NM_001042762,674
IMMP2L,NM_001350964,83
CALCR,NM_001742,474
SEM1,NM_001349702,118
HDAC9,NM_178423,1066
UMAD1,NM_001302348,137
STEAP4,NM_001205315,459
GTF2IRD1,NM_001199207,976
FLNC,NM_001127487,2692
PHTF2,NM_020432,747
AHCYL2,NM_015328,611
TSGA13,NM_052933,275
ZKSCAN5,NM_001318082,839
HOXA1,NM_153620,137
CYP3A7-CYP3A51P,NM_001256497,535
HDAC9,NM_001321901,591
ZNF107,NM_016220,783
HDAC9,NM_001321890,588
POM121,NM_001257190,999
HDAC9,NM_001321870,612
PHTF2,NM_001127357,751
DGKB,NM_001350719,792
BUD23,NM_017528,281
UMAD1,NM_001302350,102
HDAC9,NM_001321900,590
HDAC9,NM_001321894,549
NT5C3A,NM_016489,297
NT5C3A,NM_001002010,331
SUMF2,NM_001042469,286
HDAC9,NM_001321898,554
FBXL13,NM_001287150,707
KIAA0895,NM_001100425,520
GTF2IRD1,NM_016328,959
HDAC9,NM_001321876,506
HDAC9,NM_001321888,544
TIAM2,NM_001010927,626
PILRA,NM_178273,175
ZNF92,NM_001287533,510
DBNL,NM_014063,431
SLC25A13,NM_014251,675
CYP3A43,NM_022820,504
DGKB,NM_001350707,803
ZNF92,NM_001287534,510
FIGNL1,NM_001346560,674
ADAM22,NM_001324419,963
HDAC9,NM_001321891,546
CROT,NM_001243745,87
ZKSCAN5,NM_001318083,766
KIAA0895,NM_001199706,517
NAPEPLD,NM_198990,393
STEAP4,NM_001205316,283
ABCB5,NM_178559,812
C7orf25,NM_024054,421
FIGNL1,NM_001287492,674
CYP3A43,NM_057096,420
CARD11,NM_001324281,1154
ZNF92,NM_152626,586
GTPBP10,NM_001042717,308
RNASET2,NM_003730,256
FAM71F2,NM_001012454,309
DGKB,NM_001350714,796
SLC29A4,NM_001300847,516
STAG3,NM_001282718,1167
EIF4H,NM_031992,228
VSTM2A,NM_001317843,244
FIGNL1,NM_001287494,674
DTX2,NM_001102596,575
SPAM1,NM_003117,511
ATP5MF,NM_001003714,55
NPC1L1,NM_001300967,724
ORAI2,NM_032831,254
IL6,NM_001318095,136
GTF2I,NM_001518,957
HDAC9,NM_001321878,654
SMURF1,NM_020429,757
C6orf120,NM_001317342,210
CROT,NM_001143935,640
LAMTOR4,NM_001008395,99
LRGUK,NM_144648,825
FIGNL1,NM_001346564,674
HDAC9,NM_001321877,1025
SP8,NM_182700,508
AHCYL2,NM_001130723,508
MAD1L1,NM_003550,718
ADAM22,NM_001324421,890
DBNL,NM_001122956,439
NPC1L1,NM_001101648,1332
CROT,NM_021151,612
BUD23,NM_001202560,298
GTF2I,NM_033001,977
SEM1,NM_001349701,118
HDAC9,NM_001204147,513
RNF216,NM_207111,923
POLR2J,NM_006234,117
HDAC9,NM_001321886,559
DGKB,NM_001350724,754
HDAC9,NM_001321887,560
SYPL1,NM_006754,259
KIAA0895,NM_001300956,275
DGKB,NM_001350716,797
RBAK-RBAKDN,NM_001204513,113
FAM71F2,NM_001290254,214
MMD2,NM_198403,246
ADAM22,NM_001324418,964
KIAA0895,NM_001199707,507
LOC100289561,NM_001347880,102
DGKB,NM_001350721,785
KIAA0895,NM_015314,469
HDAC9,NM_001321885,554
UMAD1,NM_001302349,137
KIAA0895,NM_001199708,417
HDAC9,NM_001321879,547
AKAP9,NM_147185,3899
RUNDC3B,NM_001134406,407
TAGAP,NM_001278733,668
PILRA,NM_178272,230
LOC100289561,NM_001347879,102
GTF2I,NM_032999,998
PEG10,NM_001184962,359
SMURF1,NM_181349,731
FRMD1,NM_024919,549
HDAC9,NM_001321869,615
LAMTOR4,NM_001318236,82
FIGNL1,NM_001346559,563
ZCWPW1,NM_017984,648
SNX10,NM_001199837,198
ZCWPW1,NM_001258008,524
ABCB5,NM_001163941,1257
FIGNL1,NM_001346565,674
RNF216,NM_207116,866
SMOC2,NM_001166412,446
ZKSCAN5,NM_145102,839
DGKB,NM_001350706,804
GPR141,NM_001329993,305
HDAC9,NM_001321899,593
GRB10,NM_001350816,536
GRB10,NM_001001555,536
GRB10,NM_001001550,536
GRB10,NM_001001549,548
GRM8,NM_000845,908
RSPH3,NM_031924,560
CCL24,NM_002991,119
ABCB1,NM_001348946,1280
NRCAM,NM_001037132,1304
BCAP29,NM_001008405,348
BCAP29,NM_018844,241
MAS1,NM_002377,325
ZC3HC1,NM_016478,502
SDHAF3,NM_020186,125
MCM7,NM_001278595,543
SPATA48,NM_001161834,438
MCM7,NM_005916,719
IMMP2L,NM_001350961,203
IMMP2L,NM_032549,175
IMMP2L,NM_001350960,175
IMMP2L,NM_001350963,104
IMMP2L,NM_001244606,175
IMMP2L,NM_001350959,175
TMEM242,NM_018452,141
CLIP2,NM_003388,1046
C1GALT1,NM_020156,363
ICA1,NM_001350825,482
SOD2,NM_001322819,176
ICA1,NM_022307,483
PHF10,NM_133325,496
LPA,NM_005577,2040
RASA4B,NM_001277335,757
GTF2H5,NM_207118,71
SERPINE1,NM_000602,402
ZFAND2A,NM_182491,145
MRM2,NM_013393,246
CYCS,NM_018947,105
HOXA11,NM_005523,313
SLC26A3,NM_000111,764
FKBP14,NM_017946,211
COL1A2,NM_000089,1366
CFTR,NM_000492,1480
HOXA1,NM_005522,335
NT5C3A,NM_001166118,285
NT5C3A,NM_001002009,297
COG5,NM_006348,829
COG5,NM_181733,808
COG5,NM_001161520,792
ARID1B,NM_017519,2319
PDE10A,NM_001130690,789
STAG3,NM_001282717,1226
SNX10,NM_013322,201
SUGCT,NM_001193311,464
SUGCT,NM_001193312,390
SUGCT,NM_001193313,438
SUGCT,NM_024728,427
TMEM181,NM_020823,516
PLG,NM_000301,810
FANCG,NM_004629,622
MOS,NM_005372,346
TAS2R4,NM_016944,299
NSD3,NM_017778,645
SLC35G5,NM_054028,338
PURG,NM_013357,347
TMC1,NM_138691,760
ATP6V0D2,NM_152565,350
TAS2R60,NM_177437,318
NPM2,NM_182795,214
SCARA3,NM_182826,466
FBXO25,NM_012173,291
VPS13B,NM_015243,863
RNF139,NM_007218,664
PHF20L1,NM_198513,285
NOL6,NM_139235,699
THAP1,NM_199003,53
FUT10,NM_032664,479
FGL1,NM_147203,312
FGL1,NM_201552,312
FGL1,NM_201553,312
CDKN2B,NM_078487,78
TPM2,NM_213674,284
OR9A2,NM_001001658,310
OR6V1,NM_001001667,313
ZBED6CL,NM_138434,236
GOLGA7,NM_016099,137
POTEA,NM_001002920,452
SMARCD3,NM_001003802,470
OR2A12,NM_001004135,310
OR13J1,NM_001004487,312
OR2A25,NM_001004488,310
OR2F2,NM_001004685,317
OR2A7,NM_001005328,310
POTEA,NM_001005365,498
OR2A5,NM_012365,311
CHRM2,NM_000739,466
CHRM2,NM_001006630,466
SDCBP,NM_001007067,298
SDCBP,NM_001007068,292
SDCBP,NM_001007069,297
SDCBP,NM_001007070,297
GRINA,NM_000837,371
KLF9,NM_001206,244
CYP11B1,NM_000497,503
FOXB2,NM_001013735,432
NBN,NM_002485,754
TAS2R3,NM_016943,316
CYP11B1,NM_001026213,437
IFNA7,NM_021057,189
NPR2,NM_003995,1047
ATP6V0A4,NM_130841,840
SNAPC3,NM_001039697,411
RNF38,NM_194328,432
RNF38,NM_194330,432
RNF38,NM_194332,432
OR2F1,NM_012369,317
NCALD,NM_001040624,193
NCALD,NM_001040625,193
NCALD,NM_001040626,193
NCALD,NM_001040627,193
NCALD,NM_001040628,193
NCALD,NM_001040629,193
NCALD,NM_001040630,193
PRKAG2,NM_024429,328
PRKAG2,NM_001040633,525
HEY1,NM_001040708,308
GLDC,NM_000170,1020
MSR1,NM_138716,388
GLIS3,NM_152629,775
ZNF706,NM_001042510,76
TPK1,NM_001042482,194
TMEM8B,NM_016446,338
ZCCHC7,NM_032226,543
IFNK,NM_020124,207
NRG1,NM_013962,422
TAS2R41,NM_176883,307
DEFB136,NM_001033018,78
DEFB135,NM_001033017,77
MSC,NM_005098,206
TAS2R39,NM_176881,338
CNTNAP3,NM_033655,1288
TUSC1,NM_001004125,212
FER1L6,NM_001039112,1857
CYP11B2,NM_000498,503
VPS13B,NM_181661,415
PEX2,NM_001079867,305
ZNF517,NM_213605,492
SPAG11B,NM_058200,108
SPAG11B,NM_016512,103
SPAG11B,NM_058201,133
CBWD1,NM_018491,395
ZNF623,NM_014789,536
GNRH1,NM_000825,96
SSPO,NM_198455,5147
RB1CC1,NM_001083617,1591
TAF1L,NM_153809,1826
TMEM65,NM_194291,240
CBWD6,NM_001085457,395
GCNT1,NM_001097633,428
GCNT1,NM_001097634,428
GCNT1,NM_001097635,428
GCNT1,NM_001097636,428
IDO2,NM_194294,420
ANKRD20A4,NM_001098805,823
MROH1,NM_032450,1641
PHYHIP,NM_001099335,330
SYBU,NM_001099744,663
SYBU,NM_001099746,544
SYBU,NM_001099748,663
SYBU,NM_001099750,663
SYBU,NM_001099752,663
SYBU,NM_001099751,662
SYBU,NM_001099756,660
TRMT9B,NM_001099677,328
REPIN1,NM_013400,567
USP17L2,NM_201402,530
REPIN1,NM_014374,567
OR2A2,NM_001005480,318
ANKRD20A1,NM_032250,823
SAMD12,NM_207506,201
TMEM176B,NM_014020,270
TMEM176B,NM_001101311,270
TMEM176B,NM_001101314,233
PLPP5,NM_032483,216
NEFM,NM_005382,916
WEE2,NM_001105558,567
OR2S2,NM_019897,319
IFNA21,NM_002175,189
PRSS3,NM_002771,247
OSGIN2,NM_004337,505
LY6E,NM_001127213,131
SULF1,NM_015170,871
NUDCD1,NM_001128211,554
PSIP1,NM_021144,333
C9orf66,NM_152569,295
CSGALNACT1,NM_018371,532
VPS13A,NM_001018038,3069
VPS13A,NM_015186,3095
B4GALT1,NM_001497,398
CYHR1,NM_138496,362
LRRC69,NM_001129890,347
OXR1,NM_181354,839
CSGALNACT1,NM_001130518,532
AP3M2,NM_001134296,418
ST18,NM_014682,1047
REPIN1,NM_001099696,567
MTUS1,NM_001001931,517
MTUS1,NM_001001925,1216
MTUS1,NM_001001924,1270
MTUS1,NM_020749,436
TOMM5,NM_001134484,92
TOMM5,NM_001134485,85
SNX16,NM_022133,344
PRKACG,NM_002732,351
YWHAZ,NM_001135699,245
IFNA4,NM_021068,189
RUSC2,NM_001135999,1516
MCMDC2,NM_001136160,632
TMEM67,NM_001142301,914
SLC18A1,NM_001135691,525
SLC18A1,NM_001142325,472
ASB10,NM_001142460,429
EFCAB1,NM_001142857,159
IFNE,NM_176891,208
GSTK1,NM_001143679,282
GSTK1,NM_001143680,214
GSTK1,NM_001143681,183
IMPA1,NM_001144878,336
IMPA1,NM_001144879,198
NSMAF,NM_001144772,948
HHLA1,NM_001145095,531
MKRN1,NM_001145125,329
VPS37A,NM_001145152,372
SPATA31A6,NM_001145196,1343
ADAMDEC1,NM_001145271,391
ADAMDEC1,NM_001145272,391
JAK2,NM_004972,1132
ADAMDEC1,NM_014479,470
CBWD1,NM_001145355,359
CBWD1,NM_001145356,376
HR,NM_018411,1134
HR,NM_005144,1189
MTFR1,NM_001145838,300
MTFR1,NM_001145839,348
POP1,NM_015029,1024
SLCO5A1,NM_001146009,793
TATDN1,NM_001146160,250
RPS20,NM_001023,119
TMEM64,NM_001146273,328
NOS3,NM_001160110,614
NOS3,NM_001160111,629
NRG1,NM_013959,296
NRG1,NM_013958,241
NRG1,NM_001160005,207
RNF170,NM_001160223,258
EQTN,NM_001161585,265
FXN,NM_001161706,171
PDP1,NM_001161779,562
CCDC166,NM_001162914,439
ZNF746,NM_001163474,645
DOCK8,NM_203447,2099
DLC1,NM_001164271,1017
DDHD2,NM_001164232,711
DDHD2,NM_001164234,227
STAU2,NM_014393,479
STAU2,NM_001164381,538
STAU2,NM_001164382,504
STAU2,NM_001164383,398
STAU2,NM_001164384,479
STAU2,NM_001164385,473
ACTR3C,NM_001164458,210
ACTR3C,NM_001164459,210
ASPH,NM_001164754,294
ASPH,NM_001164756,203
MNX1,NM_001165255,189
GSDMD,NM_001166237,484
MTUS1,NM_001166393,415
TTPA,NM_000370,278
CAAP1,NM_001167575,216
ARHGEF35,NM_001003702,484
TTC39B,NM_001168339,680
TTC39B,NM_152574,682
TTC39B,NM_001168340,669
TTC39B,NM_001168341,613
TJP2,NM_001170415,1157
ZFAND1,NM_001170796,261
ZFAND1,NM_001170797,227
ERICH5,NM_001170806,56
PTPRD,NM_001040712,1502
PTPRD,NM_130392,1506
PTPRD,NM_130393,1496
PTPRD,NM_001171025,1505
UBAP1,NM_001171201,566
UBAP1,NM_001171202,538
RECQL4,NM_004260,1208
TRIQK,NM_001171799,86
PRSS37,NM_001171951,234
LRP12,NM_013437,859
LRP12,NM_001135703,840
PEX2,NM_001172086,305
PEX2,NM_001172087,305
RRM2B,NM_001172477,423
CNGB3,NM_019098,809
INTS9,NM_001172562,634
MCPH1,NM_001172574,610
MCPH1,NM_001172575,562
TMEM70,NM_001040613,107
INTS9,NM_001145159,637
PTPRD,NM_130391,1505
FGFR1,NM_001174067,853
IFNA17,NM_021268,189
IFNA5,NM_002169,189
IFNA6,NM_021002,189
GOLGA7,NM_001174124,134
SH2D4A,NM_001174159,454
SH2D4A,NM_001174160,409
DMRT2,NM_001130865,226
TRPM6,NM_001177310,2017
TRPM6,NM_001177311,2017
FREM1,NM_144966,2179
FREM1,NM_001177704,715
CLTA,NM_001184762,166
RNF32,NM_001184996,362
RNF32,NM_001184997,362
PCSK5,NM_001190482,1860
NFIB,NM_005596,420
NFIB,NM_001190738,446
PDGFRL,NM_006207,375
CNOT4,NM_001008225,572
CNOT4,NM_001190848,575
CNOT4,NM_001190850,713
CDKN2A,NM_058195,132
CDKN2A,NM_000077,156
CDKN2A,NM_058197,116
DOCK8,NM_001193536,2031
CSPP1,NM_024790,1221
CDKN2A,NM_001195132,167
CCDC107,NM_001195200,256
APTX,NM_001195249,342
APTX,NM_001195251,292
CHMP5,NM_001195536,171
TOPORS,NM_001195622,980
APTX,NM_175073,342
APTX,NM_001195254,288
LY96,NM_001195797,130
PRSS3,NM_007343,304
PRSS3,NM_001197098,240
OXR1,NM_001198532,874
OXR1,NM_001198533,873
OXR1,NM_001198534,243
OXR1,NM_001198535,216
OXR1,NM_018002,846
RUNX1T1,NM_175636,567
RUNX1T1,NM_001198626,604
RUNX1T1,NM_001198627,604
RUNX1T1,NM_001198628,604
RUNX1T1,NM_001198631,604
RUNX1T1,NM_001198632,577
RUNX1T1,NM_001198633,584
RUNX1T1,NM_001198679,663
C8orf58,NM_001198827,300
CHRNA6,NM_004198,494
CHRNA6,NM_001199279,479
GIMAP5,NM_018384,307
GIMAP1-GIMAP5,NM_001199577,511
FZD3,NM_145866,666
SLC4A2,NM_001199693,1232
IL33,NM_001199641,144
AK3,NM_001199853,157
AK3,NM_001199855,157
AK3,NM_001199856,157
IL7,NM_001199886,133
IL7,NM_001199887,159
IL7,NM_001199888,115
NDUFB6,NM_001199987,97
TJP2,NM_201629,1043
VIRMA,NM_183009,1147
PIGO,NM_152850,672
PIGO,NM_001201484,672
RNF32,NM_030936,362
SGK3,NM_013257,496
C8orf44,NM_019607,159
ZHX1,NM_001017926,873
KCNH2,NM_172056,888
KCNH2,NM_172057,819
DUSP4,NM_057158,303
PTK2B,NM_004103,1009
PTK2B,NM_173175,967
KCNQ3,NM_001204824,752
ELOC,NM_001204857,112
ELOC,NM_001204860,112
ELOC,NM_001204861,112
ELOC,NM_001204862,112
ELOC,NM_001204864,96
TUSC3,NM_178234,347
CCNE2,NM_057749,404
RAD54B,NM_012415,910
RIC1,NM_001206557,1386
CASP2,NM_001224,312
CNTFR,NM_001207011,372
NOBOX,NM_001080413,691
FBXO32,NM_148177,210
RAB2A,NM_001242644,188
C8orf87,NM_001242668,101
LOC100506422,NM_001004352,141
PRSS3,NM_001197097,261
C8orf89,NM_001243237,161
NKX2-6,NM_001136271,301
NUB1,NM_001243351,639
NUB1,NM_016118,625
LOC100130880,NM_001243523,104
CYREN,NM_001243749,69
CYREN,NM_001243752,69
CYREN,NM_001243753,69
IKBKB,NM_001190720,754
PPP3CC,NM_005605,512
PPP3CC,NM_001243974,521
PPP3CC,NM_001243975,502
GIMAP6,NM_001244072,362
NUDT2,NM_001244390,147
LUC7L2,NM_001244585,389
ENTPD4,NM_001128930,608
ANKRD18B,NM_001244752,1010
ASAP1,NM_001247996,1122
VDAC3,NM_001135694,284
GDA,NM_001242507,380
GDA,NM_001242505,471
TJP2,NM_001170414,1020
TDRP,NM_175075,185
TDRP,NM_001256113,198
STK3,NM_001256313,380
NKX3-1,NM_001256339,159
SSBP1,NM_001256510,148
SSBP1,NM_001256511,148
SSBP1,NM_001256512,148
SSBP1,NM_001256513,148
PPDPFL,NM_001256596,84
MELK,NM_001256689,619
MELK,NM_001256685,610
MELK,NM_001256687,603
MELK,NM_001256688,580
MELK,NM_001256690,580
MELK,NM_001256691,571
MELK,NM_001256692,520
MELK,NM_001256693,457
HTR5A,NM_024012,357
ASIC3,NM_020321,549
ASIC3,NM_020322,543
USP17L7,NM_001256869,530
USP17L1,NM_001256873,530
USP17L4,NM_001256874,530
SLC20A2,NM_001257181,652
FOXD4,NM_207305,439
DCSTAMP,NM_001257317,283
VPS13B,NM_152564,3997
VPS13B,NM_017890,4022
FBXO16,NM_001258211,280
GALT,NM_001258332,270
ATP6V1H,NM_213619,465
ATP6V1H,NM_213620,483
TOP1MT,NM_001258446,503
TOP1MT,NM_001258447,503
FASTK,NM_033015,408
FASTK,NM_001258461,522
ASH2L,NM_001105214,534
ASH2L,NM_001261832,501
ZNF623,NM_001082480,496
EXOSC3,NM_001002269,164
TMEM8B,NM_001042589,472
CD274,NM_001267706,176
ZNF706,NM_001267708,76
ZNF706,NM_001267709,76
IL11RA,NM_001142784,422
ACTR3B,NM_001040135,348
FMC1-LUC7L2,NM_001244584,458
LUC7L2,NM_001270643,391
DERL1,NM_001134671,231
IZUMO3,NM_001271706,233
C9orf92,NM_001271829,108
NEFL,NM_006158,543
RLN2,NM_005059,117
ANKRD20A3,NM_001012419,823
ZBTB10,NM_023929,847
POMK,NM_001277971,350
ZFAND5,NM_001278244,213
PIP5K1B,NM_001278253,502
ACO1,NM_001278352,889
RBPMS,NM_001008712,219
KLF10,NM_001032282,469
NDUFB9,NM_001278646,136
NDUFB9,NM_001278645,123
LYPLA1,NM_001279356,196
LYPLA1,NM_001279360,166
VPS28,NM_183057,233
LOC114483834,NM_005692,634
RNF122,NM_024787,155
EBAG9,NM_198120,213
EBAG9,NM_001278938,213
RNF19A,NM_015435,838
PTP4A3,NM_007079,148
TMEM249,NM_001280561,235
DCTN3,NM_001281425,158
DNAI1,NM_001281428,703
RFX3,NM_002919,707
RFX3,NM_001282116,749
RFX3,NM_001282117,413
SIGMAR1,NM_147157,192
SIGMAR1,NM_001282206,123
SIGMAR1,NM_001282207,203
SIGMAR1,NM_001282208,159
SIGMAR1,NM_001282209,110
GBX1,NM_001098834,363
ASH2L,NM_001282272,489
ABCB8,NM_001282293,630
IFNA10,NM_002171,189
UBAP2,NM_018449,1119
UBAP2,NM_001282529,852
UBAP2,NM_001282530,358
POLR1E,NM_001282766,349
NFIB,NM_001282787,309
ZNF7,NM_001282797,590
RSPO2,NM_001282863,179
HEY1,NM_001282851,214
UBR5,NM_001282873,2798
RIMS2,NM_001282882,285
TMEM139,NM_153345,216
TMEM139,NM_001242773,216
TMEM139,NM_001242774,216
TMEM139,NM_001242775,216
TMEM139,NM_001282877,216
OPRK1,NM_001282904,291
SPIDR,NM_001282916,845
SPIDR,NM_001282919,876
TRIB1,NM_001282985,206
MTSS1,NM_014751,755
MTSS1,NM_001282971,759
MTSS1,NM_001282974,730
MED30,NM_001282986,143
WDYHV1,NM_001283027,137
DEPTOR,NM_001283012,308
WDYHV1,NM_001283024,145
SARAF,NM_001284239,167
ELP3,NM_001284225,428
ELP3,NM_001284226,455
CHPF2,NM_019015,772
WDR86,NM_001284262,248
PINX1,NM_001284356,174
MTERF3,NM_001286643,361
RGS20,NM_003702,241
SLC45A4,NM_001080431,798
SLC45A4,NM_001286646,808
SLC45A4,NM_001286648,717
ARMC1,NM_001286702,180
RCL1,NM_001286701,187
RMDN1,NM_001286719,284
RMDN1,NM_001286707,271
NPM2,NM_001286681,136
RCL1,NM_001286700,215
RCL1,NM_001286699,215
ZNF34,NM_001286769,539
PCMTD1,NM_001286782,281
ZNF34,NM_030580,560
ZNF34,NM_001286770,520
OSR2,NM_001286841,433
DCAF10,NM_001286810,386
LETM2,NM_001286821,173
OSR2,NM_053001,276
LETM2,NM_001286819,491
TRMT10B,NM_001286952,229
TRMT10B,NM_001286951,221
TRMT10B,NM_001286950,256
GLIPR2,NM_001287010,128
GLIPR2,NM_001287014,72
GLIPR2,NM_001287013,169
GLIPR2,NM_001287012,62
STOML2,NM_001287031,311
STOML2,NM_001287032,305
STOML2,NM_001287033,310
SAXO1,NM_001287049,409
TPD52,NM_001287142,238
LETM2,NM_001286787,288
LETM2,NM_001199660,288
LETM2,NM_144652,396
LETM2,NM_001199659,444
ZNF596,NM_001287256,504
ZNF596,NM_173539,504
ZNF596,NM_001287255,504
COMMD5,NM_001287237,224
RALYL,NM_001287244,218
ZNF596,NM_001287399,371
C9orf131,NM_001040412,1031
C9orf131,NM_001040411,1006
TTC26,NM_001144920,487
SLC37A3,NM_001287498,478
SLC37A3,NM_032295,443
SVOPL,NM_174959,340
FDFT1,NM_001287742,417
FDFT1,NM_001287743,417
FDFT1,NM_001287744,353
FDFT1,NM_001287745,353
FDFT1,NM_001287747,353
FDFT1,NM_001287748,353
FDFT1,NM_001287749,353
FDFT1,NM_001287750,476
FDFT1,NM_001287751,332
FDFT1,NM_001287756,250
FAM83A,NM_207006,367
EYA1,NM_172060,559
MROH1,NM_001288814,1632
ZCCHC7,NM_001289119,543
ZCCHC7,NM_001289121,543
ZCCHC7,NM_001289120,543
NAT1,NM_001160174,290
MTRNR2L6,NM_001190487,24
SMARCA2,NM_001289396,1590
SMARCA2,NM_001289399,276
SMARCA2,NM_001289400,278
ATP6V0E2,NM_001100592,213
ATP6V0E2,NM_001289990,236
ATP6V0E2,NM_145230,130
TEK,NM_000459,1124
TEK,NM_001290077,1081
TEK,NM_001290078,976
CNTNAP3B,NM_001201380,1288
CSPP1,NM_001291339,876
FOCAD,NM_017794,1801
EPHB6,NM_001280794,729
EPHB6,NM_001280795,729
MKRN1,NM_001291663,265
NAT1,NM_001160173,290
RBIS,NM_001099671,100
RBIS,NM_001099670,100
RBIS,NM_001099672,100
RBIS,NM_001293320,61
CA2,NM_001293675,159
TPM2,NM_001301227,284
R3HCC1,NM_001301650,398
AZIN1,NM_015878,448
C8orf31,NM_173687,132
DEFB134,NM_001302695,66
C8orf86,NM_001303531,140
C8orf86,NM_207412,223
LYNX1,NM_177476,116
GIMAP1-GIMAP5,NM_001303630,383
ADAM28,NM_021777,540
FGF17,NM_001304478,205
VIPR2,NM_001304522,358
PRKAG2,NM_001304527,444
PRKAG2,NM_001304531,328
C9orf72,NM_145005,222
C9orf72,NM_001256054,481
DUSP26,NM_001305115,211
DUSP26,NM_001305116,211
NBN,NM_001024688,672
PRUNE2,NM_001308049,337
PRUNE2,NM_001308047,3062
PRUNE2,NM_001308050,352
PRUNE2,NM_001308051,324
PRUNE2,NM_001308048,3063
ARHGAP39,NM_025251,1114
ARHGAP39,NM_001308207,1083
RNF32,NM_001308274,235
CRYGN,NM_144727,182
VIPR2,NM_001308259,422
PTPRN2,NM_001308268,1038
CRYGN,NM_001308292,125
NDUFB9,NM_001311168,168
ADAM32,NM_001313994,688
DNAJA1,NM_001314039,240
ANGPT1,NM_001314051,298
PCM1,NM_001315508,1860
RECK,NM_001316348,225
CHD7,NM_001316690,948
IFNA16,NM_002173,189
IFNW1,NM_002177,195
SLC30A8,NM_001172815,320
CHCHD7,NM_001011668,110
CHCHD7,NM_001011670,56
CHCHD7,NM_024300,97
CHCHD7,NM_001317858,68
CHCHD7,NM_001011669,68
CHCHD7,NM_001011667,81
CHCHD7,NM_001317859,46
PSIP1,NM_001128217,530
TATDN1,NM_001317889,333
TATDN1,NM_001317891,152
TATDN1,NM_001317890,243
ZNF658,NM_033160,1059
FAM91A1,NM_001317918,789
ZNF658,NM_001317916,1059
CDCA2,NM_001317906,1008
CDCA2,NM_001317907,635
ZNF517,NM_001317936,485
RSPO2,NM_001317942,176
LOC105375787,NM_001317971,139
ABHD17B,NM_016014,293
ABHD17B,NM_001025780,288
LOC100132813,NM_001317989,108
SDR16C5,NM_001318050,265
DENND2A,NM_001318052,1009
SDR16C5,NM_138969,309
SDR16C5,NM_001318049,318
AQP7,NM_001318156,216
AQP7,NM_001318157,256
AQP7,NM_001318158,257
CREB3L2,NM_001318246,457
LOC730098,NM_001320037,87
CARNMT1,NM_001320497,330
PLAA,NM_001321546,772
FAM83A,NM_032899,434
DGKI,NM_004717,1065
DGKI,NM_001321708,1057
DGKI,NM_001321709,757
TTC26,NM_001321742,271
SNTG1,NM_001321778,435
MCPH1,NM_001322043,608
MCPH1,NM_001322045,576
CNOT7,NM_054026,244
CNOT7,NM_001322087,244
CNOT7,NM_001322088,244
CNOT7,NM_001322089,244
CNOT7,NM_001322098,163
CNOT7,NM_001322099,163
CNOT7,NM_001322100,163
JAK2,NM_001322195,1132
JAK2,NM_001322194,1132
JAK2,NM_001322196,1132
JAK2,NM_001322198,727
JAK2,NM_001322199,727
JAK2,NM_001322204,983
NRG1,NM_001159996,308
ADRA1A,NM_033302,429
ADRA1A,NM_033303,475
ADRA1A,NM_033304,455
ADRA1A,NM_001322502,372
ADRA1A,NM_001322503,370
ADRA1A,NM_001322504,342
NKX6-3,NM_152568,135
UNC5D,NM_001322818,948
PURG,NM_001323311,347
DMTN,NM_001114137,383
HMBOX1,NM_001324384,444
HMBOX1,NM_001324390,406
HMBOX1,NM_024567,420
HMBOX1,NM_001324392,405
RLN2,NM_001329191,100
EMC2,NM_001329493,306
EMC2,NM_001329494,212
EMC2,NM_001329495,298
SDCBP,NM_001330537,318
UBXN2B,NM_001330535,196
DERL1,NM_001330601,151
LETM2,NM_001330515,443
