ProteinID,Gene,Length
NP_071923,CDH24,819
NP_071924,GALNT17,598
NP_071925,KLHL25,589
NP_071926,ARAP3,1544
NP_071927,GZF1,711
NP_071928,TMEM267,215
NP_071929,TMEM168,697
NP_071933,ATG3,314
NP_071934,INF2,1249
NP_071935,POLR1E,419
NP_071936,SUDS3,328
NP_071937,TTC31,519
NP_071938,CIAO3,476
NP_071939,ZDHHC6,413
NP_071941,ACTR6,396
NP_071942,MRPS25,173
NP_072045,RPS18,152
NP_072046,DNMT3A,912
NP_072047,VPS52,723
NP_072049,HLA-DRB3,266
NP_072051,GH2,256
NP_072088,TLNRD1,362
NP_072089,NYX,481
NP_072090,ALDH8A1,487
NP_072091,NDST4,872
NP_072093,GPR135,494
NP_072095,TSPY2,308
NP_072096,GIGYF1,1035
NP_072097,VPS16,839
NP_072101,CSHL1,222
NP_072174,TNS1,1735
NP_073149,HOXC8,242
NP_073150,EBF2,575
NP_073152,SPANXC,97
NP_073153,ANAPC1,1944
NP_073207,PRRX1,245
NP_073210,ESS2,476
NP_073557,DGCR8,773
NP_073562,FANCF,374
NP_073563,ELOVL4,314
NP_073565,NEUROD6,337
NP_073568,NUCKS1,243
NP_073570,SMAP2,429
NP_073572,ACBD3,528
NP_073573,MFSD1,465
NP_073576,SMURF2,748
NP_073577,HIPK2,1198
NP_073581,C16orf58,468
NP_073582,ATPAF1,351
NP_073583,MARC1,337
NP_073585,TNS3,1445
NP_073586,FAM160B2,743
NP_073587,PARP12,701
NP_073590,S100PBP,408
NP_073591,SFXN1,322
NP_073592,IPPK,491
NP_073593,MEAF6,201
NP_073597,PCED1A,454
NP_073598,C11orf1,150
NP_073599,RMND5B,393
NP_073600,FNDC3B,1204
NP_073603,CERK,537
NP_073604,AEN,325
NP_073605,RBM15,977
NP_073606,CRTC3,619
NP_073608,TBC1D15,691
NP_073609,EPS8L2,715
NP_073610,LMF1,567
NP_073611,EXO5,373
NP_073613,OSBPL11,747
NP_073614,IFT22,185
NP_073615,CEP85,762
NP_073616,DDX31,851
NP_073617,RMND5A,391
NP_073618,RNF38,515
NP_073619,MPHOSPH9,1183
NP_073620,DEPTOR,409
NP_073622,EFCAB6,1501
NP_073624,NMNAT1,279
NP_073625,P2RY12,342
NP_073626,IL25,177
NP_073713,CTBP2,985
NP_073728,PER2,1255
NP_073729,MAP1LC3B,125
NP_073730,PLA2G2F,211
NP_073731,CYP3A43,504
NP_073732,ELOVL1,279
NP_073733,KLC2,622
NP_073734,FNDC4,234
NP_073737,MARCHF7,704
NP_073738,SPATA20,802
NP_073739,YTHDC2,1430
NP_073740,SLC13A3,602
NP_073741,TUT1,874
NP_073742,AIDA,306
NP_073743,USP46,366
NP_073744,NIBAN2,746
NP_073745,VWA1,445
NP_073746,PLEKHG2,1386
NP_073747,DCLRE1B,532
NP_073749,ARMCX5,558
NP_073750,MRPS11,194
NP_073751,METTL4,472
NP_073752,RFX7,1460
NP_073753,CDCP1,836
NP_073754,PCDH20,951
NP_074036,CBFB,187
NP_075011,IFI6,138
NP_075044,BCL11A,835
NP_075045,PAPOLG,736
NP_075048,RANBP17,1088
NP_075050,ACTR8,624
NP_075051,CASD1,797
NP_075052,LRRC19,370
NP_075053,SLC30A5,765
NP_075054,CCDC71,467
NP_075055,RASAL3,1011
NP_075060,CENPH,247
NP_075062,SLC26A6,759
NP_075066,MRPL44,332
NP_075067,VPS33A,596
NP_075068,NOL6,1146
NP_075069,TMEM135,458
NP_075259,FGFR2,822
NP_075266,ACSL4,711
NP_075267,SERF1B,110
NP_075378,HAPLN4,402
NP_075379,TM6SF1,370
NP_075380,RTN4R,473
NP_075383,JMJD4,463
NP_075384,KRI1,703
NP_075385,MARCKSL1,195
NP_075387,UPF3A,476
NP_075388,RSRC2,434
NP_075389,PRAMEF1,474
NP_075390,PRAMEF2,474
NP_075391,INTS3,1042
NP_075392,SOWAHC,525
NP_075447,NSD3,1437
NP_075461,CACNA1A,2512
NP_075463,FRY,3013
NP_075526,ANKRA2,313
NP_075555,FOXL2,376
NP_075556,SIGLEC1,1709
NP_075558,ZFP69B,534
NP_075559,SPATS2,545
NP_075561,CPLANE1,3197
NP_075562,ZNF649,505
NP_075563,MPPE1,396
NP_075565,COA7,231
NP_075566,PYCR3,274
NP_075567,UBE2Z,354
NP_075568,C8orf33,229
NP_075571,CAPN10,672
NP_075601,OTUB2,234
NP_076404,GPR87,358
NP_076406,TAS2R9,312
NP_076407,TAS2R8,309
NP_076408,TAS2R7,318
NP_076409,TAS2R13,303
NP_076410,TAS2R10,307
NP_076411,TAS2R14,317
NP_076412,PHACTR4,712
NP_076413,BRD9,597
NP_076417,AACS,672
NP_076419,KCTD14,255
NP_076421,DLK2,383
NP_076422,ANTKMT,235
NP_076423,FUNDC2,189
NP_076424,DDRGK1,314
NP_076426,MRPL34,92
NP_076427,C1orf116,601
NP_076429,RASL11B,248
NP_076431,LRRC61,259
NP_076432,TMEM108,575
NP_076433,CYP4F12,524
NP_076434,MS4A5,200
NP_076435,LYNX1-SLURP2,131
NP_076438,MOSPD3,235
NP_076872,GJB3,270
NP_076917,HTR5A,357
NP_076918,IFNA1,189
NP_076919,HOXA6,233
NP_076920,HOXB4,251
NP_076921,HOXB8,243
NP_076922,HOXB9,250
NP_076924,NEUROG2,272
NP_076927,TMPRSS3,454
NP_076930,DUSP26,211
NP_076931,MRPL57,102
NP_076933,PCYOX1L,494
NP_076934,YIPF2,316
NP_076936,PRR14,585
NP_076937,C17orf53,647
NP_076938,CYREN,157
NP_076941,LRFN4,635
NP_076943,TRIR,176
NP_076944,MIS12,205
NP_076945,CUEDC2,287
NP_076946,SCNM1,230
NP_076947,METRN,293
NP_076949,SLX1B,275
NP_076950,DDX50,737
NP_076951,CAMKV,501
NP_076952,NUDT9,350
NP_076955,DDA1,102
NP_076956,GGCT,188
NP_076957,GID4,300
NP_076958,CENPM,180
NP_076961,TMEM106C,250
NP_076962,NUP37,326
NP_076963,SMIM2,85
NP_076964,FNDC11,318
NP_076968,SPATA5L1,753
NP_076970,PDCL3,239
NP_076971,ERI3,337
NP_076972,C7orf26,449
NP_076973,NABP2,211
NP_076974,KXD1,176
NP_076975,PVRIG,326
NP_076979,TMEM38A,299
NP_076982,SECISBP2,854
NP_076983,NOC4L,516
NP_076984,ALG8,526
NP_076985,TRPM8,1104
NP_076986,PRRG4,226
NP_076987,PRRG3,231
NP_076990,ATG9A,839
NP_076991,METTL16,562
NP_076994,POGLUT2,502
NP_076995,ELOVL6,265
NP_076996,FASTKD3,662
NP_076997,TMEM109,243
NP_076998,C2orf49,232
NP_076999,DSCC1,393
NP_077000,ASB8,288
NP_077001,DCTPP1,170
NP_077002,C1orf50,199
NP_077003,CCDC86,360
NP_077005,WDR18,432
NP_077006,MLPH,600
NP_077008,SLC25A23,468
NP_077010,ALG12,488
NP_077011,ZNF426,554
NP_077013,TRAPPC6A,173
NP_077014,METTL22,404
NP_077015,CARD14,1004
NP_077016,CHAC1,222
NP_077017,C9orf16,83
NP_077019,TRIM48,224
NP_077021,TAF1D,278
NP_077024,DHX58,678
NP_077025,NDUFAF5,345
NP_077026,TMEM185B,350
NP_077027,APOO,198
NP_077078,TPSB2,275
NP_077084,PHF1,567
NP_077268,UBL5,73
NP_077269,RETREG2,543
NP_077270,ILRUN,298
NP_077271,DERL1,251
NP_077273,PHF23,403
NP_077274,MBOAT7,472
NP_077275,PPDPF,114
NP_077277,FKRP,495
NP_077278,MMP28,520
NP_077282,FA2H,372
NP_077283,GDPD3,318
NP_077284,DHRS11,260
NP_077285,TNIP2,429
NP_077286,PLEKHF1,279
NP_077287,MFSD11,449
NP_077288,GNPTAB,1256
NP_077289,NOL12,213
NP_077291,TMEM243,118
NP_077292,LENG1,264
NP_077294,LILRA6,481
NP_077295,C1orf35,263
NP_077296,PRR15L,103
NP_077297,RBM42,480
NP_077298,CENPO,300
NP_077302,FBXL15,300
NP_077303,ZNF576,170
NP_077304,THTPA,230
NP_077305,EFHD2,240
NP_077306,SLC27A3,683
NP_077307,TTPAL,342
NP_077308,BRCC3,316
NP_077309,FSD1,496
NP_077310,TMEM43,400
NP_077311,IRX6,446
NP_077312,IRX3,501
NP_077313,IRX1,480
NP_077315,THOC6,341
NP_077317,ZNF557,430
NP_077321,DCAF10,559
NP_077718,NDUFS7,213
NP_077719,NOTCH2,2471
NP_077720,NPPC,126
NP_077721,ODF1,250
NP_077722,PDYN,254
NP_077726,DDX4,724
NP_077727,OGN,356
NP_077733,PGS1,556
NP_077734,PLA2G4A,749
NP_077739,DSC1,894
NP_077740,DSC2,901
NP_077744,WT1,522
NP_077748,PSTPIP2,334
NP_077816,ATP10A,1499
NP_077819,ZKSCAN3,538
NP_078613,WNT2B,391
NP_078772,IRF2BPL,796
NP_078777,HOXD1,328
NP_078779,HIVEP3,2406
NP_078780,PRDM14,571
NP_078781,NOX5,765
NP_078782,GLB1L,654
NP_078784,ZBED2,218
NP_078785,LRFN3,628
NP_078787,HAUS3,603
NP_078788,LRRC2,371
NP_078789,FYCO1,1478
NP_078790,CYP2R1,501
NP_078791,WDR25,544
NP_078792,PAGR1,254
NP_078794,ULBP3,244
NP_078796,MAIP1,291
NP_078798,NKAIN1,207
NP_078799,GCC1,775
NP_078801,TTC13,860
NP_078803,ABHD8,439
NP_078804,NKAP,415
NP_078805,CDC73,531
NP_078807,SLC52A2,445
NP_078808,SPAG16,631
NP_078809,CHST5,411
NP_078810,ERVMER34-1,563
NP_078811,CORO7,925
NP_078812,CHPF,775
NP_078813,CARS2,564
NP_078816,MRPL24,216
NP_078817,ARMH3,689
NP_078820,MUL1,352
NP_078822,OBI1,726
NP_078824,CEP97,865
NP_078827,ADIPOR2,386
NP_078828,CERS4,394
NP_078832,FAM118B,351
NP_078834,VCPKMT,229
NP_078836,ACSS3,686
NP_078837,NAA16,864
NP_078838,TANGO6,1094
NP_078841,CCNJL,435
NP_078846,RNASEH2B,312
NP_078847,SNRNP25,123
NP_078849,ARMT1,441
NP_078850,NDNF,568
NP_078851,TNFAIP8L2,184
NP_078853,SH3TC2,1288
NP_078854,OCEL1,264
NP_078856,EFL1,1120
NP_078857,FAM184A,1140
NP_078859,SCRN3,424
NP_078861,ARMC7,198
NP_078863,TMEM53,277
NP_078865,ROGDI,287
NP_078866,ARSJ,599
NP_078867,CHMP6,201
NP_078868,SRD5A3,318
NP_078869,EFCAB1,211
NP_078870,PANK3,370
NP_078871,AKIRIN1,192
NP_078873,MAP7D3,876
NP_078874,USB1,265
NP_078875,RHBDF2,856
NP_078876,TMEM204,226
NP_078878,HECTD3,861
NP_078879,BEND5,421
NP_078880,RPAP3,665
NP_078881,ARHGAP10,786
NP_078883,PPP1R3B,285
NP_078886,HSPBAP1,488
NP_078887,ICE2,982
NP_078888,DHX40,779
NP_078889,PLEKHF2,249
NP_078891,PARP8,854
NP_078893,TUT7,1495
NP_078894,NLRX1,975
NP_078895,FN3KRP,309
NP_078896,ZNF329,541
NP_078897,VEPH1,833
NP_078898,FASTKD1,847
NP_078900,SMC6,1091
NP_078902,VTCN1,282
NP_078903,RTL10,364
NP_078904,SLC12A8,714
NP_078905,CENPU,418
NP_078906,ZDHHC14,488
NP_078908,SAP30L,183
NP_078911,NAA35,725
NP_078912,STEAP4,459
NP_078913,GAL3ST4,486
NP_078915,ZNF322,402
NP_078916,YRDC,279
NP_078917,MANEA,462
NP_078918,GALNT12,581
NP_078919,ZC2HC1C,456
NP_078920,RIOX1,641
NP_078921,ZMAT4,229
NP_078922,ZYG11B,744
NP_078925,BBS1,593
NP_078926,C11orf80,677
NP_078928,LRRK1,2015
NP_078929,PRKRIP1,184
NP_078930,NOL9,702
NP_078932,COLGALT1,622
NP_078933,MORC4,937
NP_078934,IPO4,1081
NP_078936,IGFLR1,355
NP_078937,CCDC51,411
NP_078938,NAT10,1025
NP_078939,NPEPL1,523
NP_078940,PPCS,311
NP_078941,TBL1XR1,514
NP_078942,AAGAB,315
NP_078943,VPS37B,285
NP_078945,ANKRD55,614
NP_078947,ZNF768,540
NP_078948,THAP9,903
NP_078950,LIN28A,209
NP_078951,PALB2,1186
NP_078953,NSUN7,718
NP_078954,NARS2,477
NP_078956,E2F8,867
NP_078958,TBC1D17,648
NP_078959,TEFM,360
NP_078961,BBS10,723
NP_078962,TTLL7,887
NP_078966,MUC16,14507
NP_078968,CLIP4,705
NP_078969,ECHDC3,303
NP_078970,ADGB,1667
NP_078973,ZNF385D,395
NP_078974,SLC25A22,323
NP_078975,ZFAND1,268
NP_078976,SNIP1,396
NP_078977,ASB13,278
NP_078978,ZNF750,723
NP_078983,GEMIN7,131
NP_078985,C1orf115,142
NP_078986,ISOC2,221
NP_078988,ELMO3,720
NP_078989,KATNBL1,304
NP_078991,TXNDC15,360
NP_078993,MCTP1,999
NP_078997,ZFHX4,3616
NP_079001,CCDC82,544
NP_079003,LRRC31,552
NP_079006,RERGL,205
NP_079007,KLHL36,616
NP_079010,CLMN,1002
NP_079011,FBXO31,539
NP_079012,GSDMD,484
NP_079014,C12orf49,205
NP_079017,ZNF408,720
NP_079019,UGT2A3,527
NP_079020,CARF,725
NP_079021,SHCBP1,672
NP_079022,HHIPL2,724
NP_079023,HPS6,775
NP_079029,TTC21B,1316
NP_079030,PTCD2,388
NP_079031,SLTM,1034
NP_079032,MMRN2,949
NP_079033,EHMT1,1298
NP_079034,AGMAT,352
NP_079037,MOB3B,216
NP_079038,ZNF552,407
NP_079039,WDR78,848
NP_079040,CATSPERB,1116
NP_079042,CAMKMT,323
NP_079044,EFCC1,598
NP_079045,CLMP,373
NP_079047,NAA40,237
NP_079048,ZMYM1,1142
NP_079051,GEMIN6,167
NP_079052,PEAK1,1746
NP_079055,PIP4K2C,421
NP_079057,CCDC102B,513
NP_079058,NHEJ1,299
NP_079059,AGBL2,902
NP_079062,ZDHHC11,412
NP_079063,RNF122,155
NP_079065,MFSD13A,517
NP_079068,TLCD3A,257
NP_079070,EPHX3,360
NP_079071,TM4SF20,229
NP_079074,SNX22,193
NP_079079,TUBAL3,446
NP_079080,ZNF669,464
NP_079081,RBFA,343
NP_079082,JHY,778
NP_079083,TREML2,321
NP_079084,BORA,559
NP_079085,TCTN2,697
NP_079087,CPSF7,514
NP_079089,RPAP2,612
NP_079090,CBLL1,491
NP_079091,NUDT18,323
NP_079092,RABEP2,569
NP_079093,THSD4,1018
NP_079094,UBA5,404
NP_079095,DCAKD,231
NP_079097,CCDC134,229
NP_079100,ZC3H14,736
NP_079103,HDAC11,347
NP_079104,CAAP1,361
NP_079105,PLBD1,553
NP_079106,LPCAT1,534
NP_079107,TGS1,853
NP_079108,RIN3,985
NP_079109,ZNF671,534
NP_079110,MCMBP,642
NP_079111,GGNBP2,697
NP_079112,ZNF672,452
NP_079113,ATP8B4,1192
NP_079114,THNSL1,743
NP_079117,PRR5L,368
NP_079119,CYBRD1,286
NP_079120,NUP85,656
NP_079124,MORN1,497
NP_079128,AGO3,860
NP_079130,PYROXD1,500
NP_079131,ACTR5,607
NP_079133,ATAD5,1844
NP_079135,MAGIX,334
NP_079140,MRM1,353
NP_079141,NANOG,305
NP_079143,SPEF2,1822
NP_079145,FAM110D,271
NP_079146,PREX2,1606
NP_079147,MAP6D1,199
NP_079148,DOK3,496
NP_079150,KIAA0319L,1049
NP_079152,COQ8B,544
NP_079153,CNTD2,307
NP_079157,SLC35E1,410
NP_079160,L2HGDH,463
NP_079161,TAF7L,462
NP_079163,DHDDS,334
NP_079164,PLPPR3,746
NP_079169,SYNDIG1,258
NP_079170,NOL10,688
NP_079172,ERMP1,904
NP_079173,PAQR6,351
NP_079174,DENND1C,801
NP_079175,CEP76,659
NP_079177,DENND2D,471
NP_079178,DNAJC22,341
NP_079184,WDR76,626
NP_079189,CPED1,1026
NP_079191,GRHL2,625
NP_079193,TRMT2B,504
NP_079194,DSN1,356
NP_079195,FRMD1,549
NP_079198,CES3,571
NP_079199,NUP210,1887
NP_079202,TTC26,554
NP_079203,PLEKHH3,793
NP_079204,STN1,368
NP_079206,ELOVL7,281
NP_079212,ZCCHC4,513
NP_079216,DOCK5,1870
NP_079218,C10orf88,445
NP_079219,TMEM156,296
NP_079220,CHODL,273
NP_079221,RMI1,625
NP_079223,PHC3,995
NP_079224,MINDY3,445
NP_079225,WWC2,1192
NP_079229,NAA25,972
NP_079230,UBTD1,227
NP_079231,FOXRED2,684
NP_079232,TMEM62,643
NP_079234,NRSN2,204
NP_079235,SLC8B1,584
NP_079243,ZNF556,456
NP_079245,CSRNP3,585
NP_079250,FAM106A,169
NP_079256,GPR157,335
NP_079265,PGAP1,922
NP_079273,ATF7IP2,682
NP_079276,DCAF17,520
NP_079279,ADAMTS20,1910
NP_079280,CCDC15,951
NP_079285,CEP135,1140
NP_079286,KLHL18,574
NP_079290,ARHGEF15,841
NP_079303,ZNF606,792
NP_079316,ZNF614,585
NP_079321,BAIAP2L2,529
NP_079323,ARL14,192
NP_079328,MAP3K19,1328
NP_079330,VCPIP1,1222
NP_079331,CCDC33,755
NP_079333,BBOF1,529
NP_079334,TRIM46,759
NP_079335,CCDC170,715
NP_079337,LRRC8E,796
NP_079341,RPF1,349
NP_079345,ZNF703,590
NP_079348,PTGES2,377
NP_079350,FRAS1,4012
NP_079351,THOC7,204
NP_079353,TOE1,510
NP_079354,SLC66A2,271
NP_079355,ZC3H12A,599
NP_079356,ASRGL1,308
NP_079357,NYNRIN,1898
NP_079358,CENPT,561
NP_079359,EDC3,508
NP_079363,CWH43,699
NP_079368,PGGHG,737
NP_079374,MOGAT2,334
NP_079375,CTC1,1217
NP_079379,IFT74,600
NP_079382,SPSB1,273
NP_079383,MYCT1,235
NP_079384,TEDC2,433
NP_079388,ZXDC,858
NP_079389,RUBCNL,662
NP_079390,CEP290,2479
NP_079391,TTI2,508
NP_079400,TMEM134,195
NP_079406,HKDC1,917
NP_079408,WDR19,1342
NP_079413,SPG11,2443
NP_079414,PROSER1,944
NP_079416,CCDC92,331
NP_079420,ALPK1,1244
NP_079421,CFAP43,1665
NP_079422,NAA50,169
NP_079423,COQ10B,238
NP_079426,TARS2,718
NP_079428,NUBPL,319
NP_079429,ATP10B,1461
NP_079434,RUFY1,708
NP_079435,CXorf21,301
NP_079436,WDR26,661
NP_079437,FAAP100,881
NP_079439,PIGZ,579
NP_079441,ELL3,397
NP_079452,NINL,1382
NP_079455,PLXNA2,1894
NP_079456,CEP63,703
NP_079458,FAM214B,538
NP_079460,EFHC2,749
NP_079461,TANC2,1990
NP_079463,C16orf70,422
NP_079464,TRIM45,580
NP_079465,ZNF430,570
NP_079466,ANKRD36B,1353
NP_079469,HSD3B7,369
NP_079470,ITPKC,683
NP_079471,TRIB1,372
NP_079472,GRPEL1,217
NP_079474,MTERF2,385
NP_079477,PLEKHO2,490
NP_079478,EFHD1,239
NP_079479,WDCP,721
NP_079481,MED28,178
NP_079483,FLAD1,587
NP_079484,PDGFD,370
NP_079485,EPC1,836
NP_079486,PPP1R2C,202
NP_079487,GKAP1,366
NP_079488,CXXC4,367
NP_079490,CCDC68,335
NP_079491,PUS1,427
NP_079492,WNT10A,417
NP_079493,ULBP2,246
NP_079494,ULBP1,244
NP_079495,DNAJC5,198
NP_079496,ADAM33,813
NP_079497,KCNIP4,250
NP_079498,WDR82,313
NP_079500,ZBTB46,589
NP_079501,PNPLA3,481
NP_079503,BPIFB2,458
NP_079504,TRAF3IP3,551
NP_079505,SEL1L2,688
NP_079506,DCAF11,546
NP_079507,ZSCAN16,348
NP_079508,REEP4,257
NP_079510,WDR61,305
NP_079511,TNKS2,1166
NP_079512,RNF39,420
NP_079513,SOST,213
NP_079514,BTBD1,482
NP_079515,PDCD1LG2,273
NP_079517,UBXN6,441
NP_079519,SLC19A3,496
NP_079520,TSGA10,698
NP_079521,PBX4,374
NP_079522,SLC35G2,412
NP_079524,SRCIN1,1183
NP_079526,TTYH3,523
NP_079527,ARHGAP39,1114
NP_079533,SLC44A4,710
NP_079534,VWA7,891
NP_079537,LY6G6C,125
NP_079538,LY6G5C,150
NP_079539,PRR3,188
NP_079540,THUMPD2,503
NP_079544,TMEM121,319
NP_085044,PRR7,274
NP_085046,ITIH5,942
NP_085048,NDFIP1,221
NP_085049,SPX,116
NP_085050,THAP7,309
NP_085053,LIMD2,127
NP_085054,TMEM177,311
NP_085055,B9D2,175
NP_085056,CYB5B,150
NP_085057,ZNF34,560
NP_085058,WDR59,974
NP_085076,B4GALT2,401
NP_085116,ZFP2,461
NP_085118,KIF25,384
NP_085124,DICER1,1922
NP_085125,CYP2S1,504
NP_085127,KLHL15,604
NP_085128,TET1,2136
NP_085129,LRRC27,530
NP_085130,CPEB4,729
NP_085131,INTS5,1019
NP_085133,HID1,788
NP_085134,SLC25A21,299
NP_085135,ASXL3,2248
NP_085137,ZNF436,470
NP_085139,EEPD1,569
NP_085142,BHLHB9,547
NP_085143,DUSP16,665
NP_085144,APOL6,343
NP_085145,APOL5,433
NP_085148,SH3BP5L,393
NP_085150,KDM7A,941
NP_085151,SETD7,366
NP_085152,ACAP3,834
NP_085154,PRRT1,306
NP_085155,EGFL8,293
NP_085915,LIM2,215
NP_109377,HOXA3,443
NP_109587,MAP2K2,400
NP_109588,SMCP,116
NP_109589,PTER,349
NP_109590,RAI1,1906
NP_109591,SERPINB1,379
NP_109592,PTPRO,1216
NP_110379,TCP1,556
NP_110380,WNT3,355
NP_110381,SAA2,122
NP_110382,TMX1,280
NP_110385,OSBP2,916
NP_110386,NRBF2,287
NP_110387,S1PR5,398
NP_110388,WNT4,351
NP_110389,BHLHE41,482
NP_110390,HMGN5,282
NP_110391,FCRL2,508
NP_110392,B3GNT4,378
NP_110394,AKNA,1439
NP_110395,ILKAP,392
NP_110396,NPL,320
NP_110397,TMPRSS5,457
NP_110398,CCDC34,373
NP_110399,GJA9,515
NP_110400,TUBB1,451
NP_110401,OR51E2,320
NP_110402,WNT5B,359
NP_110403,ZBP1,429
NP_110404,SLC2A10,541
NP_110406,KCNH6,994
NP_110407,SLC25A32,315
NP_110409,CLPTM1L,538
NP_110411,GPR63,419
NP_110412,RSPH6A,717
NP_110413,SYNC,482
NP_110414,CFHR5,569
NP_110415,DCSTAMP,470
NP_110417,ITFG1,612
NP_110418,SGPP1,441
NP_110419,GDPD5,605
NP_110422,STMN4,216
NP_110424,FAM49A,323
NP_110425,RCC1L,464
NP_110426,YIPF5,257
NP_110429,FAM117A,453
NP_110433,C1orf21,121
NP_110435,NDEL1,345
NP_110436,CSRNP2,543
NP_110437,TXNDC5,432
NP_110438,MRPS26,205
NP_110439,ACTL8,366
NP_110440,CLPB,707
NP_110442,PDRG1,133
NP_110443,ANKRD13C,541
NP_110445,CCDC130,396
NP_110446,GFOD2,385
NP_110447,COL21A1,957
NP_110448,PLA2G12A,189
NP_110451,ZNF442,627
NP_110503,OR5V1,321
NP_110517,CTNNBL1,563
NP_112092,APOL2,337
NP_112145,OR2H1,316
NP_112153,LRRC3,257
NP_112155,CD1E,388
NP_112157,ZNF696,374
NP_112161,ZSCAN31,406
NP_112163,OR7A17,309
NP_112165,OR2W1,320
NP_112166,OR2T1,369
NP_112167,OR2J2,312
NP_112168,STK33,514
NP_112169,CPLANE2,258
NP_112170,OR2A4,310
NP_112173,CDADC1,514
NP_112174,TRIM8,551
NP_112177,LBH,105
NP_112178,NECTIN4,510
NP_112179,FIP1L1,594
NP_112181,FAM83D,585
NP_112182,ANP32E,268
NP_112184,NIPA2,360
NP_112185,TMEM163,289
NP_112186,ACSBG2,666
NP_112187,CAB39L,337
NP_112188,ITM2C,267
NP_112189,TSPAN14,270
NP_112190,CDT1,546
NP_112191,KAZALD1,304
NP_112192,UNC93B1,597
NP_112193,DEFB126,111
NP_112195,SHCBP1L,653
NP_112196,TRMT1L,733
NP_112197,TSC22D4,395
NP_112198,RNF32,362
NP_112199,CCNL2,520
NP_112201,C6orf62,229
NP_112202,ISCA1,129
NP_112203,REXO5,774
NP_112205,AMN,453
NP_112208,OR14J1,321
NP_112211,PPP1R14C,165
NP_112214,NUAK2,628
NP_112215,TIGD6,521
NP_112216,RNF170,258
NP_112217,ADAMTS12,1594
NP_112218,TLR10,811
NP_112219,ADAMTS10,1103
NP_112220,SLCO5A1,848
NP_112221,OR12D3,316
NP_112222,SPACA1,294
NP_112223,TRIM56,755
NP_112224,SBF2,1849
NP_112226,SPRY4,322
NP_112227,ST6GALNAC5,336
NP_112228,KRTAP1-3,167
NP_112229,KRTAP1-1,177
NP_112230,C1QTNF1,281
NP_112233,SFXN3,325
NP_112234,ZNF611,705
NP_112235,MED25,747
NP_112236,SHARPIN,387
NP_112238,KRTAP4-6,205
NP_112240,ARPC5L,153
NP_112241,PABPC3,631
NP_112243,RAB1B,201
NP_112420,HNRNPA1,372
NP_112477,CCR9,369
NP_112483,LAS1L,734
NP_112486,QTRT1,403
NP_112487,SLIRP,109
NP_112489,SLC25A28,364
NP_112490,ABHD17A,361
NP_112492,CABLES2,478
NP_112494,KIF18A,898
NP_112495,ZNF93,620
NP_112496,HDHD3,251
NP_112497,PITPNM3,974
NP_112506,RBCK1,510
NP_112509,NECAB3,396
NP_112533,HNRNPA2B1,353
NP_112536,PSG2,335
NP_112556,HNRNPAB,332
NP_112563,TEX13B,312
NP_112564,TEX13A,409
NP_112565,TEX12,123
NP_112567,RNF17,1623
NP_112569,ETNPPL,499
NP_112570,MRPS15,257
NP_112572,FCRL4,515
NP_112573,TCF7L1,588
NP_112576,SH3BGRL3,93
NP_112577,SF3B5,86
NP_112578,INO80B,356
NP_112580,CCDC70,222
NP_112581,SLC25A31,315
NP_112582,PUS7L,701
NP_112583,PMFBP1,1007
NP_112584,DRC3,523
NP_112586,RAB33B,229
NP_112587,RNF208,261
NP_112588,EMC6,110
NP_112589,CDCA3,268
NP_112590,MXD3,206
NP_112591,APH1B,257
NP_112592,GLT8D2,349
NP_112594,DOHH,302
NP_112597,PUS3,481
NP_112598,EPPK1,5088
NP_112599,SCRT1,348
NP_112600,PLVAP,442
NP_112603,ALPG,532
NP_112604,HNRNPC,306
NP_112738,HNRNPD,355
NP_112740,HNRNPDL,420
NP_113584,HUWE1,4374
NP_113602,STK31,1019
NP_113603,GSDMC,508
NP_113607,NFKBIZ,718
NP_113608,MRPL9,267
NP_113609,TTC25,672
NP_113610,CHST9,443
NP_113611,NUF2,464
NP_113612,FAM110A,295
NP_113615,DNAL1,190
NP_113617,RTBDN,261
NP_113618,RILP,401
NP_113619,COG3,828
NP_113621,MFRP,579
NP_113622,TMUB1,246
NP_113623,THAP2,228
NP_113626,NUDT12,462
NP_113627,SOX7,388
NP_113628,RTP3,232
NP_113630,TMEM47,181
NP_113633,AMMECR1L,310
NP_113634,C18orf21,220
NP_113637,ZMIZ2,920
NP_113639,TEX101,267
NP_113640,RAMAC,118
NP_113641,FAM107B,306
NP_113642,SELENOO,669
NP_113643,CCDC3,270
NP_113645,MS4A8,250
NP_113646,PARP9,854
NP_113647,SESN2,480
NP_113648,KCNK17,332
NP_113649,CRISPLD1,500
NP_113651,HSDL1,330
NP_113654,TRAPPC9,1246
NP_113656,CALN1,261
NP_113657,SH3BGRL2,107
NP_113662,NRIP2,281
NP_113663,ESPN,854
NP_113664,CRISPLD2,497
NP_113665,YPEL3,157
NP_113667,INHBE,350
NP_113668,RIOK1,568
NP_113669,SLC25A18,315
NP_113670,ATG10,220
NP_113672,MARVELD1,173
NP_113673,GRWD1,446
NP_113676,L3MBTL2,705
NP_113679,RBP5,135
NP_113680,RBM4B,359
NP_113686,GNGT2,69
NP_114032,HNRNPU,825
NP_114060,KRTAP4-12,201
NP_114063,PCDHA9,950
NP_114072,FZD8,694
NP_114091,BBS2,721
NP_114092,KCNA7,456
NP_114095,ENAM,1142
NP_114096,TMEM121B,578
