Gene,Transcript,Prot_length
RND2,NM_005440,227
RND3,NM_001254738,244
RNF10,NM_001330474,816
RNF103,NM_005667,685
RNF103-CHMP3,NM_001198954,251
RNF11,NM_014372,154
RNF111,NM_001330331,1003
RNF112,NM_007148,631
RNF113A,NM_006978,343
RNF113B,NM_178861,322
RNF114,NM_018683,228
RNF115,NM_014455,304
RNF121,NM_018320,327
RNF122,NM_024787,155
RNF123,NM_022064,1314
RNF125,NM_017831,232
RNF126,NM_194460,311
RNF128,NM_194463,428
RNF13,NM_007282,381
RNF130,NM_018434,419
RNF133,NM_139175,376
RNF135,NM_032322,432
RNF138,NM_001191324,245
RNF139,NM_007218,664
RNF14,NM_001201365,474
RNF141,NM_016422,230
RNF144A,NM_001349181,318
RNF144B,NM_182757,303
RNF145,NM_001199380,693
RNF146,NM_001242849,359
RNF148,NM_198085,305
RNF149,NM_173647,400
RNF150,NM_020724,438
RNF151,NM_174903,245
RNF152,NM_173557,203
RNF157,NM_052916,679
RNF165,NM_152470,346
RNF166,NM_178841,237
RNF167,NM_001320356,350
RNF168,NM_152617,571
RNF169,NM_001098638,708
RNF17,NM_031277,1623
RNF170,NM_001160223,258
RNF175,NM_173662,328
RNF180,NM_001113561,592
RNF181,NM_016494,153
RNF182,NM_001165032,247
RNF183,NM_145051,192
RNF185,NM_152267,192
RNF186,NM_019062,227
RNF187,NM_001010858,235
RNF19A,NM_001280539,838
RNF19B,NM_153341,732
RNF2,NM_007212,336
RNF20,NM_019592,975
RNF207,NM_207396,634
RNF208,NM_031297,261
RNF212,NM_001131034,297
RNF212B,NM_001282322,300
RNF213,NM_001256071,5207
RNF214,NM_001077239,703
RNF215,NM_001017981,377
RNF216,NM_207111,923
RNF217,NM_001286398,542
RNF220,NM_001319956,566
RNF222,NM_001146684,220
RNF223,NM_001205252,249
RNF224,NM_001190228,156
RNF225,NM_001195135,329
RNF24,NM_001134338,169
RNF25,NM_022453,459
RNF26,NM_032015,433
RNF31,NM_017999,1072
RNF32,NM_001184996,362
RNF34,NM_194271,373
RNF38,NM_022781,515
RNF39,NM_025236,420
RNF4,NM_001185009,190
RNF40,NM_001286572,1001
RNF41,NM_001242826,317
RNF43,NM_001305544,783
RNF44,NM_014901,432
RNF5,NM_006913,180
RNF6,NM_005977,685
RNF7,NM_014245,113
RNF8,NM_003958,485
RNFT1,NM_016125,435
RNFT2,NM_001109903,444
RNGTT,NM_003800,597
RNH1,NM_002939,461
RNLS,NM_001031709,342
RNMT,NM_001308263,504
RNPC3,NM_017619,517
RNPEP,NM_020216,650
RNPEPL1,NM_018226,725
RNPS1,NM_001286625,305
RO60,NM_001173524,538
ROBO1,NM_002941,1651
ROBO2,NM_001290040,1443
ROBO3,NM_022370,1386
ROBO4,NM_019055,1007
ROCK1,NM_005406,1354
ROCK2,NM_004850,1388
ROGDI,NM_024589,287
ROM1,NM_000327,351
ROMO1,NM_080748,79
ROPN1,NM_001317774,212
ROPN1B,NM_001012337,212
ROPN1L,NM_001201466,230
ROR1,NM_005012,937
ROR2,NM_004560,943
RORA,NM_134260,556
RORB,NM_006914,459
RORC,NM_005060,518
ROS1,NM_002944,2347
RP1,NM_006269,2156
RP1L1,NM_178857,2400
RP2,NM_006915,350
RP9,NM_203288,221
RPA1,NM_002945,616
RPA2,NM_001297558,278
RPA3,NM_002947,121
RPA4,NM_013347,261
RPAIN,NM_001160243,231
RPAP1,NM_015540,1393
RPAP2,NM_024813,612
RPAP3,NM_024604,665
RPE,NM_001318926,246
RPE65,NM_000329,533
RPEL1,NM_001143909,228
RPF1,NM_025065,349
RPF2,NM_032194,306
RPGR,NM_001034853,1152
RPGRIP1,NM_020366,1286
RPGRIP1L,NM_015272,1315
RPH3A,NM_001143854,694
RPH3AL,NM_001190411,315
RPIA,NM_144563,311
RPL10,NM_001256577,216
RPL10A,NM_007104,217
RPL10L,NM_080746,214
RPL11,NM_000975,178
RPL12,NM_000976,165
RPL13,NM_000977,211
RPL13A,NM_012423,203
RPL14,NM_001034996,215
RPL15,NM_001253379,204
RPL17,NM_000985,184
RPL17-C18orf32,NM_001199355,228
RPL18,NM_000979,188
RPL18A,NM_000980,176
RPL19,NM_000981,196
RPL21,NM_000982,160
RPL22,NM_000983,128
RPL22L1,NM_001099645,122
RPL23,NM_000978,140
RPL23A,NM_000984,156
RPL24,NM_000986,157
RPL26,NM_000987,145
RPL26L1,NM_001317980,145
RPL27,NM_000988,136
RPL27A,NM_000990,148
RPL28,NM_001136135,169
RPL29,NM_000992,159
RPL3,NM_000967,403
RPL30,NM_000989,115
RPL31,NM_001098577,128
RPL32,NM_000994,135
RPL34,NM_000995,117
RPL35,NM_007209,123
RPL35A,NM_000996,110
RPL36,NM_015414,105
RPL36A,NM_001199972,106
RPL36A-HNRNPH2,NM_001199973,118
RPL36AL,NM_001001,106
RPL37,NM_000997,97
RPL37A,NM_000998,92
RPL38,NM_000999,70
RPL39,NM_001000,51
RPL39L,NM_052969,51
RPL3L,NM_005061,407
RPL4,NM_000968,427
RPL5,NM_000969,297
RPL6,NM_000970,288
RPL7,NM_000971,248
RPL7A,NM_000972,266
RPL7L1,NM_198486,255
RPL8,NM_000973,257
RPL9,NM_000661,192
RPLP0,NM_001002,317
RPLP1,NM_001003,114
RPLP2,NM_001004,115
RPN1,NM_002950,607
RPN2,NM_001324301,663
RPP14,NM_001098783,124
RPP21,NM_001199120,162
RPP25,NM_017793,199
RPP25L,NM_148178,163
RPP30,NM_001104546,322
RPP38,NM_001097590,283
RPP40,NM_006638,363
RPRD1A,NM_018170,312
RPRD1B,NM_021215,326
RPRD2,NM_015203,1461
RPRM,NM_019845,109
RPRML,NM_203400,120
RPS10,NM_001014,165
RPS10-NUDT3,NM_001202470,291
RPS11,NM_001015,158
RPS12,NM_001016,132
RPS13,NM_001017,151
RPS14,NM_001025070,151
RPS15,NM_001308226,152
RPS15A,NM_001019,130
RPS16,NM_001020,146
RPS18,NM_022551,152
RPS19,NM_001321485,156
RPS19BP1,NM_194326,136
RPS2,NM_002952,293
RPS20,NM_001146227,142
RPS21,NM_001024,83
RPS23,NM_001025,143
RPS24,NM_001142285,289
RPS25,NM_001028,125
RPS26,NM_001029,115
RPS27,NM_001030,84
RPS27A,NM_001135592,156
RPS27L,NM_015920,84
RPS28,NM_001031,69
RPS29,NM_001030001,67
RPS3,NM_001260506,259
RPS3A,NM_001006,264
RPS4X,NM_001007,263
RPS5,NM_001009,204
RPS6,NM_001010,249
RPS6KA1,NM_001006665,744
RPS6KA2,NM_001318936,758
RPS6KA3,NM_004586,740
RPS6KA4,NM_003942,772
RPS6KA5,NM_004755,802
RPS6KA6,NM_001330512,745
RPS6KB1,NM_003161,525
RPS6KB2,NM_003952,482
RPS6KC1,NM_012424,1066
RPS6KL1,NM_031464,549
RPS7,NM_001011,194
RPS8,NM_001012,208
RPS9,NM_001013,194
RPSA,NM_001304288,300
RPTN,NM_001122965,784
RPTOR,NM_020761,1335
RPUSD1,NM_001324086,315
RPUSD2,NM_152260,545
RPUSD3,NM_173659,351
RPUSD4,NM_032795,377
RRAD,NM_001128850,308
RRAGA,NM_006570,313
RRAGB,NM_016656,374
RRAGC,NM_022157,399
RRAGD,NM_021244,400
RRAS,NM_006270,218
RRAS2,NM_012250,204
RRBP1,NM_001042576,977
RREB1,NM_001003699,1742
RRH,NM_006583,337
RRM1,NM_001033,792
RRM2,NM_001165931,449
RRM2B,NM_001172477,423
RRN3,NM_018427,651
RRNAD1,NM_015997,475
RRP1,NM_003683,461
RRP12,NM_015179,1297
RRP15,NM_016052,282
RRP1B,NM_015056,758
RRP36,NM_033112,259
RRP7A,NM_015703,280
RRP8,NM_015324,456
RRP9,NM_004704,475
RRS1,NM_015169,365
RS1,NM_000330,224
RSAD1,NM_018346,442
RSAD2,NM_080657,361
RSBN1,NM_018364,802
RSBN1L,NM_198467,846
RSC1A1,NM_006511,617
RSF1,NM_016578,1441
RSKR,NM_001174103,410
RSL1D1,NM_015659,490
RSL24D1,NM_016304,163
RSPH1,NM_080860,309
RSPH10B,NM_173565,870
RSPH10B2,NM_001099697,870
RSPH14,NM_014433,348
RSPH3,NM_031924,560
RSPH4A,NM_001010892,716
RSPH6A,NM_030785,717
RSPH9,NM_001193341,306
RSPO1,NM_001038633,263
RSPO2,NM_178565,243
RSPO3,NM_032784,272
RSPO4,NM_001029871,234
RSPRY1,NM_001305163,576
RSRC1,NM_001271838,334
RSRC2,NM_023012,434
RSRP1,NM_001321772,290
RSU1,NM_012425,277
RTBDN,NM_031429,261
RTCA,NM_001130841,379
RTCB,NM_014306,505
RTEL1,NM_001283009,1300
RTF1,NM_015138,710
RTF2,NM_001283035,336
RTKN,NM_001015055,563
RTKN2,NM_145307,609
RTL1,NM_001134888,1358
RTL10,NM_024627,364
RTL3,NM_152694,475
RTL4,NM_001004308,310
RTL5,NM_001024455,569
RTL6,NM_032287,239
RTL8A,NM_001078172,113
RTL8B,NM_001078173,113
RTL8C,NM_001078171,113
RTL9,NM_020769,1388
RTN1,NM_021136,776
RTN2,NM_005619,545
RTN3,NM_001265589,1032
RTN4,NM_020532,1192
RTN4IP1,NM_032730,396
RTN4R,NM_023004,473
RTN4RL1,NM_178568,441
RTN4RL2,NM_178570,420
RTP1,NM_153708,263
RTP2,NM_001004312,225
RTP3,NM_031440,232
RTP4,NM_022147,246
RTP5,NM_173821,572
RTRAF,NM_016039,244
RTTN,NM_173630,2226
RUBCN,NM_001346873,1011
RUBCNL,NM_001286761,662
RUFY1,NM_025158,708
RUFY2,NM_017987,641
RUFY3,NM_001037442,620
RUFY4,NM_198483,571
RUNDC1,NM_001321381,615
RUNDC3A,NM_001144825,446
RUNDC3B,NM_138290,473
RUNX1,NM_001754,480
RUNX1T1,NM_001198679,663
RUNX2,NM_001024630,521
RUNX3,NM_001031680,429
RUSC1,NM_001105203,902
RUSC2,NM_001135999,1516
RUVBL1,NM_003707,456
RUVBL2,NM_006666,463
RWDD1,NM_015952,243
RWDD2A,NM_033411,292
RWDD2B,NM_016940,319
RWDD3,NM_015485,267
RXFP1,NM_001253727,784
RXFP2,NM_130806,754
RXFP3,NM_016568,469
RXFP4,NM_181885,374
RXRA,NM_002957,462
RXRB,NM_001270401,537
RXRG,NM_006917,463
RXYLT1,NM_014254,443
RYBP,NM_012234,228
RYR1,NM_000540,5038
RYR2,NM_001035,4967
RYR3,NM_001036,4870
S100A1,NM_006271,94
S100A10,NM_002966,97
S100A11,NM_005620,105
S100A12,NM_005621,92
S100A13,NM_001024210,98
S100A14,NM_020672,104
S100A16,NM_001317007,103
S100A2,NM_005978,98
S100A3,NM_002960,101
S100A4,NM_002961,101
S100A5,NM_002962,92
S100A6,NM_014624,90
S100A7,NM_002963,101
S100A7A,NM_176823,101
S100A7L2,NM_001045479,112
S100A8,NM_001319196,117
S100A9,NM_002965,114
S100B,NM_006272,92
S100G,NM_004057,79
S100P,NM_005980,95
S100PBP,NM_001256121,408
S100Z,NM_130772,99
S1PR1,NM_001320730,382
S1PR2,NM_004230,353
S1PR3,NM_005226,378
S1PR4,NM_003775,384
S1PR5,NM_001166215,398
SAA1,NM_000331,122
SAA2,NM_030754,122
SAA2-SAA4,NM_001199744,208
SAA4,NM_006512,130
SAAL1,NM_138421,474
SAC3D1,NM_013299,358
SACM1L,NM_014016,587
SACS,NM_014363,4579
SAE1,NM_005500,346
SAFB,NM_001201338,917
SAFB2,NM_014649,953
SAG,NM_000541,405
SAGE1,NM_018666,904
SALL1,NM_002968,1324
SALL2,NM_005407,1007
SALL3,NM_171999,1300
SALL4,NM_020436,1053
SAMD1,NM_138352,538
SAMD10,NM_080621,202
SAMD11,NM_152486,681
SAMD12,NM_207506,201
SAMD13,NM_001010971,116
SAMD14,NM_174920,445
SAMD15,NM_001010860,674
SAMD3,NM_001277185,544
SAMD4A,NM_015589,718
SAMD4B,NM_018028,694
SAMD5,NM_001030060,173
SAMD7,NM_001304366,446
SAMD8,NM_001174156,415
SAMD9,NM_001193307,1589
SAMD9L,NM_001303496,1584
SAMHD1,NM_015474,626
SAMM50,NM_015380,469
SAMSN1,NM_001256370,441
SAP130,NM_001145928,1083
SAP18,NM_005870,172
SAP25,NM_001348680,297
SAP30,NM_003864,220
SAP30BP,NM_001301855,342
SAP30L,NM_024632,183
SAPCD1,NM_001039651,178
SAPCD2,NM_178448,394
SAR1A,NM_001142648,198
SAR1B,NM_001033503,198
SARAF,NM_016127,339
SARDH,NM_001134707,918
SARM1,NM_015077,724
SARNP,NM_033082,210
SARS1,NM_001330669,536
SARS2,NM_001145901,520
SART1,NM_005146,800
SART3,NM_014706,963
SASH1,NM_015278,1247
SASH3,NM_018990,380
SASS6,NM_194292,657
SAT1,NM_002970,171
SAT2,NM_001320845,249
SATB1,NM_001195470,795
SATB2,NM_001172509,733
SATL1,NM_001012980,632
SAV1,NM_021818,383
SAXO1,NM_153707,474
SAXO2,NM_001348699,458
SAYSD1,NM_018322,183
SBDS,NM_016038,250
SBF1,NM_002972,1893
SBF2,NM_030962,1849
SBK1,NM_001024401,424
SBK2,NM_001101401,348
SBK3,NM_001199824,359
SBNO1,NM_001167856,1393
SBNO2,NM_014963,1366
SBSN,NM_001166034,590
SBSPON,NM_153225,264
SC5D,NM_001024956,299
SCAF1,NM_021228,1312
SCAF11,NM_004719,1463
SCAF4,NM_020706,1147
SCAF8,NM_001286188,1349
SCAI,NM_173690,629
SCAMP2,NM_001320778,372
SCAMP3,NM_005698,347
SCAMP4,NM_079834,229
SCAMP5,NM_001178111,235
SCAND1,NM_033630,242
SCAP,NM_012235,1279
SCAPER,NM_020843,1400
SCARA3,NM_016240,606
SCARA5,NM_173833,495
SCARB1,NM_005505,509
SCARB2,NM_005506,478
SCARF1,NM_003693,830
SCARF2,NM_153334,871
SCCPDH,NM_016002,429
SCD,NM_005063,359
SCD5,NM_001037582,330
SCEL,NM_144777,688
SCFD1,NM_016106,642
SCFD2,NM_152540,684
SCG2,NM_003469,617
SCG3,NM_013243,468
SCG5,NM_001144757,212
SCGB1A1,NM_003357,91
SCGB1C1,NM_145651,95
SCGB1C2,NM_001097610,95
SCGB1D1,NM_006552,90
SCGB1D2,NM_006551,90
SCGB1D4,NM_206998,83
SCGB2A1,NM_002407,95
SCGB2A2,NM_002411,93
SCGB2B2,NM_001025591,96
SCGB3A1,NM_052863,104
SCGB3A2,NM_054023,93
SCGN,NM_006998,276
SCHIP1,NM_014575,487
SCIMP,NM_207103,145
SCIN,NM_001112706,715
SCLT1,NM_144643,688
SCLY,NM_016510,445
SCMH1,NM_001031694,660
SCML1,NM_001037540,329
SCML2,NM_006089,700
SCML4,NM_198081,414
SCN10A,NM_006514,1956
SCN11A,NM_001349253,1791
SCN1A,NM_001165963,2009
SCN1B,NM_199037,268
SCN2A,NM_001040142,2005
SCN2B,NM_004588,215
SCN3A,NM_006922,2000
SCN3B,NM_001040151,215
SCN4A,NM_000334,1836
SCN4B,NM_174934,228
SCN5A,NM_001099404,2016
SCN7A,NM_002976,1682
SCN8A,NM_001330260,1980
SCN9A,NM_002977,1977
SCNM1,NM_024041,230
SCNN1A,NM_001159576,728
SCNN1B,NM_000336,640
SCNN1D,NM_001130413,802
SCNN1G,NM_001039,649
SCO1,NM_004589,301
SCO2,NM_001169109,266
SCOC,NM_001153484,159
SCP2,NM_002979,547
SCP2D1,NM_178483,156
SCPEP1,NM_021626,452
SCRG1,NM_001329597,98
SCRIB,NM_182706,1655
SCRN1,NM_001145514,434
SCRN2,NM_138355,425
SCRN3,NM_024583,424
SCRT1,NM_031309,348
SCRT2,NM_033129,307
SCT,NM_021920,121
SCTR,NM_002980,440
SCUBE1,NM_173050,988
SCUBE2,NM_001330199,999
SCUBE3,NM_152753,993
SCYL1,NM_020680,808
SCYL2,NM_001330253,933
SCYL3,NM_181093,742
SDAD1,NM_018115,687
SDC1,NM_001006946,310
SDC2,NM_002998,201
SDC3,NM_014654,442
SDC4,NM_002999,198
SDCBP,NM_001348341,319
SDCBP2,NM_001199784,292
SDCCAG8,NM_001350248,745
SDE2,NM_152608,451
SDF2,NM_006923,211
SDF2L1,NM_022044,221
SDF4,NM_016176,362
SDHA,NM_004168,664
SDHAF1,NM_001042631,115
SDHAF2,NM_017841,166
SDHAF3,NM_020186,125
SDHAF4,NM_145267,108
SDHB,NM_003000,280
SDHC,NM_003001,169
SDHD,NM_003002,159
SDK1,NM_152744,2213
SDK2,NM_001144952,2172
SDR16C5,NM_001318049,318
SDR39U1,NM_020195,293
SDR42E1,NM_145168,393
SDR9C7,NM_148897,313
SDS,NM_006843,328
SDSL,NM_001304993,329
SEBOX,NM_001080837,190
SEC11A,NM_001271922,185
SEC11C,NM_033280,192
SEC13,NM_001136026,368
SEC14L1,NM_001039573,719
SEC14L2,NM_012429,403
SEC14L3,NM_174975,400
SEC14L4,NM_174977,406
SEC14L5,NM_014692,696
SEC14L6,NM_001193336,397
SEC16A,NM_014866,2357
SEC16B,NM_033127,1060
SEC22A,NM_012430,307
SEC22C,NM_032970,303
SEC23A,NM_006364,765
SEC23B,NM_001172745,767
SEC23IP,NM_007190,1000
SEC24A,NM_021982,1093
SEC24B,NM_001300813,1298
SEC24C,NM_004922,1094
SEC24D,NM_001318066,1033
SEC31A,NM_001077207,1220
SEC31B,NM_015490,1179
SEC61A1,NM_013336,476
SEC61A2,NM_018144,476
SEC61B,NM_006808,96
SEC61G,NM_001012456,68
SEC62,NM_003262,399
SEC63,NM_007214,760
SECISBP2,NM_024077,854
SECISBP2L,NM_001193489,1101
SECTM1,NM_003004,248
SEH1L,NM_001013437,421
SEL1L,NM_005065,794
SEL1L2,NM_001271539,575
SEL1L3,NM_015187,1132
SELE,NM_000450,610
SELENBP1,NM_001258289,514
SELENOS,NM_203472,187
SELL,NM_000655,372
SELP,NM_003005,830
SELPLG,NM_001206609,428
SEM1,NM_001201450,128
SEMA3A,NM_006080,771
SEMA3B,NM_001290062,406
SEMA3C,NM_001350120,769
SEMA3D,NM_152754,777
SEMA3E,NM_012431,775
SEMA3F,NM_004186,785
SEMA3G,NM_020163,782
SEMA4A,NM_001193300,761
SEMA4B,NM_001324031,890
SEMA4C,NM_017789,833
SEMA4D,NM_006378,862
SEMA4F,NM_004263,770
SEMA4G,NM_017893,843
SEMA5A,NM_003966,1074
SEMA5B,NM_001256347,1205
SEMA6A,NM_001300780,1047
SEMA6B,NM_032108,888
SEMA6C,NM_001178061,962
SEMA6D,NM_153618,1073
SEMA7A,NM_003612,666
SEMG1,NM_003007,462
SEMG2,NM_003008,582
SENP1,NM_001267594,644
SENP2,NM_021627,589
SENP3,NM_015670,574
SENP5,NM_152699,755
SENP6,NM_015571,1112
SENP7,NM_020654,1050
SENP8,NM_001166340,212
SEPHS1,NM_012247,392
SEPSECS,NM_016955,501
SEPTIN1,NM_052838,372
SEPTIN10,NM_001321498,544
SEPTIN11,NM_001306147,439
SEPTIN12,NM_144605,358
SEPTIN14,NM_207366,432
SEPTIN2,NM_001349287,416
SEPTIN3,NM_145733,358
SEPTIN4,NM_001038704,570
SEPTIN5,NM_002688,369
SEPTIN6,NM_015129,434
SEPTIN7,NM_001011553,436
SEPTIN8,NM_001098811,483
SEPTIN9,NM_001113491,586
SERAC1,NM_032861,654
SERBP1,NM_001018067,408
SERF2,NM_001199875,170
SERGEF,NM_012139,458
SERHL2,NM_014509,314
SERINC1,NM_020755,453
SERINC2,NM_001199038,464
SERINC3,NM_006811,473
SERINC4,NM_001258031,518
SERINC5,NM_001174072,461
SERP1,NM_014445,66
SERP2,NM_001010897,65
SERPINA1,NM_000295,418
SERPINA10,NM_001100607,444
SERPINA11,NM_001080451,422
SERPINA12,NM_001304461,414
SERPINA3,NM_001085,423
SERPINA4,NM_001289032,464
SERPINA5,NM_000624,406
SERPINA6,NM_001756,405
SERPINA7,NM_000354,415
SERPINA9,NM_175739,417
SERPINB1,NM_030666,379
SERPINB10,NM_005024,397
SERPINB11,NM_001291279,217
SERPINB12,NM_001307928,425
SERPINB13,NM_001307923,400
SERPINB2,NM_001143818,415
SERPINB3,NM_006919,390
SERPINB4,NM_002974,390
SERPINB5,NM_002639,375
SERPINB6,NM_001271823,395
SERPINB7,NM_001040147,380
SERPINB8,NM_002640,374
SERPINB9,NM_004155,376
SERPINC1,NM_000488,464
SERPIND1,NM_000185,499
SERPINE1,NM_000602,402
SERPINE2,NM_001136530,409
SERPINE3,NM_001101320,424
SERPINF1,NM_001329903,418
SERPINF2,NM_000934,491
SERPING1,NM_000062,500
SERPINH1,NM_001207014,418
SERPINI1,NM_001122752,410
SERPINI2,NM_001012303,415
SERTAD1,NM_013376,236
SERTAD2,NM_014755,314
SERTAD3,NM_013368,196
SERTAD4,NM_019605,356
SERTM1,NM_203451,107
SESN1,NM_014454,551
SESN2,NM_031459,480
SESN3,NM_144665,492
SESTD1,NM_178123,696
SET,NM_001122821,290
SETBP1,NM_015559,1596
SETD1A,NM_014712,1707
SETD1B,NM_015048,1923
SETD2,NM_014159,2564
SETD3,NM_032233,594
SETD4,NM_017438,440
SETD5,NM_001080517,1442
SETD6,NM_001160305,473
SETD7,NM_030648,366
SETD9,NM_153706,299
SETDB1,NM_001145415,1291
SETDB2,NM_031915,719
SETDB2-PHF11,NM_001320727,825
SETMAR,NM_006515,684
SETSIP,NM_001287737,302
SETX,NM_001351528,2706
SEZ6,NM_178860,994
SEZ6L,NM_021115,1024
SEZ6L2,NM_001243332,923
SF1,NM_001178030,673
SF3A1,NM_005877,793
SF3A2,NM_007165,464
SF3A3,NM_006802,501
SF3B1,NM_012433,1304
SF3B2,NM_006842,895
SF3B3,NM_012426,1217
SF3B4,NM_005850,424
SF3B5,NM_031287,86
SF3B6,NM_016047,125
SFI1,NM_001007467,1242
SFMBT1,NM_016329,866
SFMBT2,NM_001018039,894
SFN,NM_006142,248
SFPQ,NM_005066,707
SFR1,NM_001002759,245
SFRP1,NM_003012,314
SFRP2,NM_003013,295
SFRP4,NM_003014,346
SFRP5,NM_003015,317
SFSWAP,NM_001261411,1003
SFT2D1,NM_145169,159
SFT2D2,NM_199344,160
SFT2D3,NM_032740,215
SFTA2,NM_205854,78
SFTA3,NM_001101341,94
SFTPA1,NM_001093770,263
SFTPA2,NM_001320814,258
SFTPB,NM_000542,381
SFTPC,NM_001172410,197
SFTPD,NM_003019,375
SFXN1,NM_001322977,322
SFXN2,NM_001350989,322
SFXN3,NM_030971,325
SFXN4,NM_213649,337
SFXN5,NM_001330400,357
SGCA,NM_000023,387
SGCB,NM_000232,318
SGCD,NM_000337,290
SGCE,NM_001346713,473
SGCG,NM_000231,291
SGCZ,NM_139167,312
SGF29,NM_138414,293
SGIP1,NM_001350217,832
SGK1,NM_001143676,526
SGK2,NM_016276,427
SGK3,NM_001033578,496
SGMS1,NM_147156,413
SGMS2,NM_001136257,365
SGO1,NM_001012410,561
SGO2,NM_152524,1265
SGPL1,NM_003901,568
SGPP1,NM_030791,441
SGPP2,NM_152386,399
SGSH,NM_000199,502
SGSM1,NM_001039948,1148
SGSM2,NM_014853,1051
SGSM3,NM_001350039,766
SGTA,NM_003021,313
SGTB,NM_019072,304
SH2B1,NM_001145795,756
SH2B3,NM_005475,575
SH2D1A,NM_002351,128
SH2D1B,NM_053282,132
SH2D2A,NM_001161441,399
SH2D3A,NM_005490,576
SH2D3C,NM_170600,860
SH2D4A,NM_001174159,454
SH2D4B,NM_207372,357
SH2D5,NM_001103161,423
SH2D6,NM_201594,143
SH2D7,NM_001101404,451
SH3BGR,NM_007341,239
SH3BGRL,NM_003022,114
SH3BGRL2,NM_031469,107
SH3BGRL3,NM_031286,93
SH3BP1,NM_018957,701
SH3BP2,NM_001145856,618
SH3BP4,NM_014521,963
SH3BP5,NM_004844,455
SH3BP5L,NM_030645,393
SH3D19,NM_001009555,790
SH3D21,NM_001162530,756
SH3GL1,NM_003025,368
SH3GL2,NM_003026,352
SH3GL3,NM_001324182,360
SH3GLB1,NM_001206651,394
SH3GLB2,NM_001287045,404
SH3KBP1,NM_031892,665
SH3PXD2A,NM_014631,1105
SH3PXD2B,NM_001017995,911
SH3RF1,NM_020870,888
SH3RF2,NM_152550,729
SH3RF3,NM_001099289,882
SH3TC1,NM_018986,1336
SH3TC2,NM_024577,1288
SH3YL1,NM_015677,342
SHANK1,NM_016148,2161
SHANK2,NM_133266,1261
SHANK3,NM_033517,1731
SHARPIN,NM_030974,387
SHB,NM_003028,509
SHBG,NM_001040,402
SHC1,NM_001130040,584
SHC2,NM_012435,582
SHC3,NM_016848,594
SHC4,NM_203349,630
SHCBP1,NM_024745,672
SHCBP1L,NM_030933,653
SHD,NM_020209,340
SHE,NM_001010846,495
SHF,NM_001301168,441
SHFL,NM_018381,291
SHH,NM_000193,462
SHISA2,NM_001007538,295
SHISA3,NM_001080505,238
SHISA4,NM_198149,197
SHISA5,NM_016479,240
SHISA6,NM_207386,551
SHISA7,NM_001145176,538
SHISA8,NM_001207020,397
SHISA9,NM_001145204,424
SHISAL1,NM_001099294,199
SHISAL2A,NM_001042693,190
SHISAL2B,NM_001164442,160
SHKBP1,NM_138392,707
SHLD1,NM_001303477,205
SHLD2,NM_001330112,904
SHMT1,NM_004169,483
SHMT2,NM_005412,504
SHOC1,NM_173521,1444
SHOC2,NM_001324336,582
SHOX,NM_000451,292
SHOX2,NM_003030,355
SHPK,NM_013276,478
SHPRH,NM_001042683,1683
SHQ1,NM_018130,577
SHROOM1,NM_001172700,852
SHROOM2,NM_001649,1616
SHROOM3,NM_020859,1996
SHROOM4,NM_020717,1493
SHTN1,NM_001127211,631
SI,NM_001041,1827
SIAE,NM_170601,523
SIAH1,NM_001006610,313
SIAH2,NM_005067,324
SIAH3,NM_198849,269
SIDT1,NM_001322294,833
SIDT2,NM_001040455,832
SIGIRR,NM_001135053,410
SIGLEC1,NM_023068,1709
SIGLEC10,NM_033130,697
SIGLEC11,NM_052884,698
SIGLEC12,NM_053003,595
SIGLEC14,NM_001098612,396
SIGLEC15,NM_213602,328
SIGLEC16,NM_001348364,481
SIGLEC5,NM_003830,551
SIGLEC6,NM_001245,453
SIGLEC7,NM_014385,467
SIGLEC8,NM_014442,499
SIGLEC9,NM_001198558,479
SIGLECL1,NM_173635,197
SIGMAR1,NM_005866,223
SIK1,NM_173354,783
SIK1B,NM_001320643,783
SIK2,NM_015191,926
SIK3,NM_025164,1321
SIKE1,NM_001102396,211
SIL1,NM_001037633,461
SIM1,NM_005068,766
SIM2,NM_005069,667
SIMC1,NM_001308195,891
SIN3A,NM_001145357,1273
SIN3B,NM_015260,1162
SINHCAF,NM_001135811,221
SIPA1,NM_006747,1042
SIPA1L1,NM_015556,1804
SIPA1L2,NM_020808,1722
SIPA1L3,NM_015073,1781
SIRPA,NM_001330728,508
SIRPB1,NM_001135844,398
SIRPB2,NM_001122962,342
SIRPD,NM_178460,197
SIRPG,NM_018556,387
SIRT1,NM_012238,747
SIRT2,NM_012237,389
SIRT3,NM_012239,399
SIRT4,NM_012240,314
SIRT5,NM_012241,310
SIRT6,NM_016539,355
SIRT7,NM_016538,400
SIT1,NM_014450,196
SIVA1,NM_006427,175
SIX1,NM_005982,284
SIX2,NM_016932,291
SIX3,NM_005413,332
SIX4,NM_017420,781
SIX5,NM_175875,739
SIX6,NM_007374,246
SKA1,NM_001039535,255
SKA2,NM_182620,121
SKA3,NM_145061,412
SKAP1,NM_003726,359
SKAP2,NM_003930,359
SKI,NM_003036,728
SKIDA1,NM_207371,908
SKIL,NM_001248008,684
SKIV2L,NM_006929,1246
SKOR1,NM_001258024,868
SKOR2,NM_001278063,1015
SKP1,NM_170679,163
SKP2,NM_005983,424
SLA,NM_006748,316
SLA2,NM_032214,261
SLAIN1,NM_001242868,590
SLAIN2,NM_020846,581
SLAMF1,NM_001330754,357
